id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label
fe80::dc69:73aa:3adb:2e61,133,ff02::2,134,icmp,,144.839354,0.0,0.0,OTH,,,0,,12,576,0,0,,1
fe80::3cac:3f93:d888:183b,5353,ff02::fb,5353,udp,dns,29.243761,1451.0,0.0,S0,,,0,D,18,2315,0,0,,1
fe80::dc69:73aa:3adb:2e61,5353,ff02::fb,5353,udp,dns,5.095291,1082.0,0.0,S0,,,0,D,11,1610,0,0,,1
fe80::7483:a268:3eb4:ebe2,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,93,0,0,,1
fe80::61c6:94de:db82:d82c,5353,ff02::fb,5353,udp,dns,29.534962,1224.0,0.0,S0,,,0,D,14,1896,0,0,,1
fe80::48d8:d00b:e25d:718e,5353,ff02::fb,5353,udp,dns,11.138758,1254.0,0.0,S0,,,0,D,13,1878,0,0,,1
0.0.0.0,68,255.255.255.255,67,udp,dhcp,97.232395,38700.0,0.0,S0,,,0,D,129,42312,0,0,,1
fe80::65be:23ee:91ae:3d64,5353,ff02::fb,5353,udp,dns,3.779746,876.0,0.0,S0,,,0,D,6,1164,0,0,,1
fe80::51c0:b0d7:fdeb:1439,5353,ff02::fb,5353,udp,dns,20.973953,1894.0,0.0,S0,,,0,D,17,2710,0,0,,1
fe80::3f23:7255:1837:efa1,5353,ff02::fb,5353,udp,dns,9.669999,1432.0,0.0,S0,,,0,D,10,1912,0,0,,1
::,135,ff02::1:ff6c:22d,136,icmp,,135.39493,96.0,0.0,OTH,,,0,,4,288,0,0,,1
fe80::61a3:3a88:387c:3437,5353,ff02::fb,5353,udp,dns,18.366632,3848.0,0.0,S0,,,0,D,31,5336,0,0,,1
fe80::c806:7e6d:928b:8e0d,143,ff02::16,0,icmp,,137.859081,400.0,0.0,OTH,,,0,,16,1296,0,0,,1
fe80::3f23:7255:1837:efa1,5353,ff02::fb,5353,udp,dns,18.074267,4387.0,0.0,S0,,,0,D,40,6307,0,0,,1
fe80::41bd:b7f5:fbfe:d4aa,5353,ff02::fb,5353,udp,dns,18.072173,3950.0,0.0,S0,,,0,D,33,5534,0,0,,1
::,135,ff02::1:ffe9:dc18,136,icmp,,90.196285,72.0,0.0,OTH,,,0,,3,216,0,0,,1
fe80::e11d:2c9f:afe2:f40,5353,ff02::fb,5353,udp,dns,21.569544,1612.0,0.0,S0,,,0,D,15,2332,0,0,,1
fe80::e603:75b:a507:9fd4,143,ff02::16,0,icmp,,135.872308,400.0,0.0,OTH,,,0,,16,1296,0,0,,1
::,135,ff02::1:ffae:3d64,136,icmp,,137.278059,96.0,0.0,OTH,,,0,,4,288,0,0,,1
fe80::61c6:94de:db82:d82c,133,ff02::2,134,icmp,,145.00067,0.0,0.0,OTH,,,0,,12,576,0,0,,1
::,135,ff02::1:fff5:d907,136,icmp,,,,,OTH,,,0,,1,72,0,0,,1
fe80::1dbe:feb1:22e9:dc18,136,ff02::1,135,icmp,,135.609669,96.0,0.0,OTH,,,0,,4,288,0,0,,1
fe80::caff:cf27:646c:22d,133,ff02::2,134,icmp,,143.008412,0.0,0.0,OTH,,,0,,12,576,0,0,,1
fe80::9be:2564:da31:afe9,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,210,0,0,,1
fe80::e11d:2c9f:afe2:f40,5353,ff02::fb,5353,udp,dns,19.71553,1827.0,0.0,S0,,,0,D,14,2499,0,0,,1
fe80::65be:23ee:91ae:3d64,143,ff02::16,0,icmp,,46.206664,200.0,0.0,OTH,,,0,,8,648,0,0,,1
fe80::51c0:b0d7:fdeb:1439,143,ff02::16,0,icmp,,45.881219,200.0,0.0,OTH,,,0,,8,648,0,0,,1
::,135,ff02::1:ff07:9fd4,136,icmp,,135.008016,96.0,0.0,OTH,,,0,,4,288,0,0,,1
fe80::cefa:d17:c803:a932,143,ff02::16,0,icmp,,138.716269,400.0,0.0,OTH,,,0,,16,1296,0,0,,1
fe80::d823:ed2f:a1be:3b98,133,ff02::2,134,icmp,,144.999911,0.0,0.0,OTH,,,0,,12,576,0,0,,1
fe80::caff:cf27:646c:22d,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,210,0,0,,1
fe80::4d4e:3cdf:4a22:6ae2,5353,ff02::fb,5353,udp,dns,19.869582,1848.0,0.0,S0,,,0,D,14,2520,0,0,,1
fe80::c806:7e6d:928b:8e0d,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,93,0,0,,1
fe80::61a3:3a88:387c:3437,5353,ff02::fb,5353,udp,dns,17.442293,3362.0,0.0,S0,,,0,D,26,4610,0,0,,1
fe80::48d8:d00b:e25d:718e,5353,ff02::fb,5353,udp,dns,3.812945,876.0,0.0,S0,,,0,D,6,1164,0,0,,1
fe80::d823:ed2f:a1be:3b98,133,ff02::2,134,icmp,,8.000419,0.0,0.0,OTH,,,0,,3,144,0,0,,1
fe80::61c6:94de:db82:d82c,5353,ff02::fb,5353,udp,dns,14.878701,4089.0,0.0,S0,,,0,D,39,5961,0,0,,1
fe80::b930:71ec:9376:3a38,5353,ff02::fb,5353,udp,dns,9.742882,3458.0,0.0,S0,,,0,D,30,4898,0,0,,1
fe80::d823:ed2f:a1be:3b98,5353,ff02::fb,5353,udp,dns,9.670289,3278.0,0.0,S0,,,0,D,26,4526,0,0,,1
fe80::c806:7e6d:928b:8e0d,5353,ff02::fb,5353,udp,dns,9.667223,3278.0,0.0,S0,,,0,D,26,4526,0,0,,1
