id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label
fe80::e11d:2c9f:afe2:f40,5353,ff02::fb,5353,udp,dns,19.163896,1858.0,0.0,S0,,,0,D,15,2578,0,0,,1
fe80::1dbe:feb1:22e9:dc18,5353,ff02::fb,5353,udp,dns,15.010109,1044.0,0.0,S0,,,0,D,10,1524,0,0,,1
fe80::b8:3d03:6803:f5f1,5353,ff02::fb,5353,udp,dns,15.008587,1141.0,0.0,S0,,,0,D,12,1717,0,0,,1
fe80::4d4e:3cdf:4a22:6ae2,5353,ff02::fb,5353,udp,dns,14.99894,1466.0,0.0,S0,,,0,D,11,1994,0,0,,1
fe80::9be:2564:da31:afe9,133,ff02::2,134,icmp,,53.004414,0.0,0.0,OTH,,,0,,6,288,0,0,,1
::,135,ff02::1:ff76:3a38,136,icmp,,,,,OTH,,,0,,1,72,0,0,,1
fe80::1dbe:feb1:22e9:dc18,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,93,0,0,,1
::,135,ff02::1:ff7c:3437,136,icmp,,136.62947,96.0,0.0,OTH,,,0,,4,288,0,0,,1
fe80::d823:ed2f:a1be:3b98,143,ff02::16,0,icmp,,138.173718,400.0,0.0,OTH,,,0,,16,1296,0,0,,1
fe80::cefa:d17:c803:a932,5353,ff02::fb,5353,udp,dns,30.557632,2043.0,0.0,S0,,,0,D,16,2811,0,0,,1
fe80::65be:23ee:91ae:3d64,5353,ff02::fb,5353,udp,dns,29.733108,1879.0,0.0,S0,,,0,D,15,2599,0,0,,1
fe80::caff:cf27:646c:22d,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,210,0,0,,1
fe80::4d4e:3cdf:4a22:6ae2,5353,ff02::fb,5353,udp,dns,21.563359,1774.0,0.0,S0,,,0,D,16,2542,0,0,,1
fe80::d823:ed2f:a1be:3b98,133,ff02::2,134,icmp,,8.001532,0.0,0.0,OTH,,,0,,3,144,0,0,,1
fe80::4425:82b3:4f44:70f,5353,ff02::fb,5353,udp,dns,4.25519,921.0,0.0,S0,,,0,D,7,1257,0,0,,0
fe80::d823:ed2f:a1be:3b98,5353,ff02::fb,5353,udp,dns,3.757616,1179.0,0.0,S0,,,0,D,7,1515,0,0,,0
fe80::b8:3d03:6803:f5f1,5353,ff02::fb,5353,udp,dns,7.070405,1219.0,0.0,S0,,,0,D,9,1651,0,0,,0
fe80::48d8:d00b:e25d:718e,5353,ff02::fb,5353,udp,dns,3.879989,992.0,0.0,S0,,,0,D,8,1376,0,0,,0
fe80::54d1:db83:174:181f,5353,ff02::fb,5353,udp,dns,3.915246,1000.0,0.0,S0,,,0,D,8,1384,0,0,,0
fe80::a0c7:7d2:ff57:a2ad,5353,ff02::fb,5353,udp,dns,29.074378,1317.0,0.0,S0,,,0,D,15,2037,0,0,,1
fe80::54d1:db83:174:181f,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,93,0,0,,1
fe80::e603:75b:a507:9fd4,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,210,0,0,,1
fe80::61a3:3a88:387c:3437,133,ff02::2,134,icmp,,29.223333,0.0,0.0,OTH,,,0,,6,288,0,0,,1
fe80::61c6:94de:db82:d82c,5353,ff02::fb,5353,udp,dns,4.14589,916.0,0.0,S0,,,0,D,7,1252,0,0,,1
fe80::41bd:b7f5:fbfe:d4aa,133,ff02::2,134,icmp,,28.223658,0.0,0.0,OTH,,,0,,6,288,0,0,,1
::,135,ff02::1:ff74:181f,136,icmp,,,,,OTH,,,0,,1,72,0,0,,1
fe80::1bd1:de1c:ff80:5acd,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,189,0,0,,1
fe80::fa69:1b5e:b002:b080,133,ff02::2,134,icmp,,7.963048,0.0,0.0,OTH,,,0,,3,144,0,0,,1
fe80::51c0:b0d7:fdeb:1439,5353,ff02::fb,5353,udp,dns,20.979324,1894.0,0.0,S0,,,0,D,17,2710,0,0,,1
0.0.0.0,68,255.255.255.255,67,udp,dhcp,373.505219,281700.0,0.0,S0,,,0,D,939,307992,0,0,,1
::,135,ff02::1:ffb4:ebe2,136,icmp,,137.6568,96.0,0.0,OTH,,,0,,4,288,0,0,,1
fe80::41bd:b7f5:fbfe:d4aa,143,ff02::16,0,icmp,,253.797941,800.0,0.0,OTH,,,0,,32,2592,0,0,,1
fe80::1bd1:de1c:ff80:5acd,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,210,0,0,,1
::,135,ff02::1:ffdb:2e61,136,icmp,,135.738953,96.0,0.0,OTH,,,0,,4,288,0,0,,1
fe80::ebb6:dfdb:5638:f9aa,5353,ff02::fb,5353,udp,dns,9.589015,1389.0,0.0,S0,,,0,D,16,2157,0,0,,1
fe80::e603:75b:a507:9fd4,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,210,0,0,,1
fe80::54d1:db83:174:181f,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,93,0,0,,1
fe80::ebb6:dfdb:5638:f9aa,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,93,0,0,,1
fe80::1dbe:feb1:22e9:dc18,133,ff02::2,134,icmp,,94.001281,0.0,0.0,OTH,,,0,,8,384,0,0,,1
fe80::6444:b5fa:e91b:3bad,133,ff02::2,134,icmp,,54.799638,0.0,0.0,OTH,,,0,,6,288,0,0,,1
::,135,ff02::1:ffb4:ebe2,136,icmp,,,,,OTH,,,0,,1,72,0,0,,1
fe80::1bd1:de1c:ff80:5acd,5353,ff02::fb,5353,udp,dns,15.004042,1778.0,0.0,S0,,,0,D,14,2450,0,0,,1
fe80::a6a0:4edb:5b04:2421,136,ff02::1,135,icmp,,,,,OTH,,,0,,1,72,0,0,,1
::,135,ff02::1:ff37:efa1,136,icmp,,,,,OTH,,,0,,1,72,0,0,,1
fe80::d823:ed2f:a1be:3b98,133,ff02::2,134,icmp,,8.001085,0.0,0.0,OTH,,,0,,3,144,0,0,,1
fe80::cefa:d17:c803:a932,5353,ff02::fb,5353,udp,dns,14.760322,1728.0,0.0,S0,,,0,D,15,2448,0,0,,1
::,143,ff02::16,0,icmp,,251.238524,11580.0,0.0,OTH,,,0,,284,27484,0,0,,1
fe80::9ddc:fa6a:86f5:d907,143,ff02::16,0,icmp,,137.565835,400.0,0.0,OTH,,,0,,16,1296,0,0,,1
fe80::d823:ed2f:a1be:3b98,5353,ff02::fb,5353,udp,dns,17.598413,3594.0,0.0,S0,,,0,D,29,4986,0,0,,1
fe80::1dbe:feb1:22e9:dc18,133,ff02::2,134,icmp,,94.003934,0.0,0.0,OTH,,,0,,8,384,0,0,,1
::,135,ff02::1:ffae:3d64,136,icmp,,45.216211,48.0,0.0,OTH,,,0,,2,144,0,0,,1
fe80::e11d:2c9f:afe2:f40,133,ff02::2,134,icmp,,53.00975,0.0,0.0,OTH,,,0,,6,288,0,0,,1
fe80::d823:ed2f:a1be:3b98,136,ff02::1,135,icmp,,,,,OTH,,,0,,1,72,0,0,,1
fe80::7483:a268:3eb4:ebe2,143,ff02::16,0,icmp,,3.230644,80.0,0.0,OTH,,,0,,4,304,0,0,,1
fe80::c806:7e6d:928b:8e0d,143,ff02::16,0,icmp,,1.437955,80.0,0.0,OTH,,,0,,4,304,0,0,,1
fe80::6444:b5fa:e91b:3bad,133,ff02::2,134,icmp,,143.008416,0.0,0.0,OTH,,,0,,12,576,0,0,,1
::,135,ff02::1:ff31:afe9,136,icmp,,137.608602,96.0,0.0,OTH,,,0,,4,288,0,0,,1
fe80::61c6:94de:db82:d82c,5353,ff02::fb,5353,udp,dns,17.680696,3550.0,0.0,S0,,,0,D,28,4894,0,0,,1
fe80::65be:23ee:91ae:3d64,5353,ff02::fb,5353,udp,dns,29.733,1879.0,0.0,S0,,,0,D,15,2599,0,0,,1
fe80::a6a0:4edb:5b04:2421,5353,ff02::fb,5353,udp,dns,15.034665,3251.0,0.0,S0,,,0,D,28,4595,0,0,,1
fe80::cefa:d17:c803:a932,5353,ff02::fb,5353,udp,dns,10.20207,256.0,0.0,S0,,,0,D,4,448,0,0,,1
fe80::41bd:b7f5:fbfe:d4aa,136,ff02::1,135,icmp,,,,,OTH,,,0,,1,72,0,0,,1
fe80::7492:8866:93a5:fd7a,133,ff02::2,134,icmp,,8.004365,0.0,0.0,OTH,,,0,,3,144,0,0,,1
::,135,ff02::1:ffb4:ebe2,136,icmp,,137.655682,96.0,0.0,OTH,,,0,,4,288,0,0,,1
fe80::9ddc:fa6a:86f5:d907,5353,ff02::fb,5353,udp,dns,18.07479,3388.0,0.0,S0,,,0,D,27,4684,0,0,,1
192.168.0.203,138,192.168.1.255,138,udp,,3e-06,437.0,0.0,S0,,,0,D,2,493,0,0,,1
fe80::1bd1:de1c:ff80:5acd,5353,ff02::fb,5353,udp,dns,14.988067,1602.0,0.0,S0,,,0,D,13,2226,0,0,,1
fe80::65be:23ee:91ae:3d64,133,ff02::2,134,icmp,,53.009887,0.0,0.0,OTH,,,0,,6,288,0,0,,1
fe80::41bd:b7f5:fbfe:d4aa,133,ff02::2,134,icmp,,8.000544,0.0,0.0,OTH,,,0,,3,144,0,0,,1
fe80::d823:ed2f:a1be:3b98,5353,ff02::fb,5353,udp,dns,9.670289,3278.0,0.0,S0,,,0,D,26,4526,0,0,,1
fe80::b930:71ec:9376:3a38,5353,ff02::fb,5353,udp,dns,0.514486,208.0,0.0,S0,,,0,D,2,304,0,0,,0
fe80::9be:2564:da31:afe9,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,210,0,0,,1
fe80::9ddc:fa6a:86f5:d907,5353,ff02::fb,5353,udp,dns,3.871569,1070.0,0.0,S0,,,0,D,7,1406,0,0,,1
fe80::4d4e:3cdf:4a22:6ae2,5353,ff02::fb,5353,udp,dns,15.023898,1635.0,0.0,S0,,,0,D,12,2211,0,0,,1
fe80::6444:b5fa:e91b:3bad,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,210,0,0,,1
fe80::e603:75b:a507:9fd4,143,ff02::16,0,icmp,,0.67141,100.0,0.0,OTH,,,0,,4,324,0,0,,0
fe80::b8:3d03:6803:f5f1,5353,ff02::fb,5353,udp,dns,15.120469,1797.0,0.0,S0,,,0,D,16,2565,0,0,,1
::,135,ff02::1:ff82:d82c,136,icmp,,,,,OTH,,,0,,1,72,0,0,,1
fe80::c806:7e6d:928b:8e0d,136,ff02::1,135,icmp,,137.505011,96.0,0.0,OTH,,,0,,4,288,0,0,,1
fe80::e603:75b:a507:9fd4,5353,ff02::fb,5353,udp,dns,15.007483,1827.0,0.0,S0,,,0,D,14,2499,0,0,,1
::,135,ff02::1:ff6c:22d,136,icmp,,45.119174,48.0,0.0,OTH,,,0,,2,144,0,0,,1
::,135,ff02::1:ffbe:3b98,136,icmp,,137.216263,96.0,0.0,OTH,,,0,,4,288,0,0,,0
fe80::61c6:94de:db82:d82c,5353,ff02::fb,5353,udp,dns,8.355872,2916.0,0.0,S0,,,0,D,23,4020,0,0,,1
fe80::7492:8866:93a5:fd7a,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,93,0,0,,1
fe80::61a3:3a88:387c:3437,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,93,0,0,,1
fe80::3cac:3f93:d888:183b,5353,ff02::fb,5353,udp,dns,14.989558,947.0,0.0,S0,,,0,D,8,1331,0,0,,1
fe80::cefa:d17:c803:a932,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,210,0,0,,1
fe80::9be:2564:da31:afe9,133,ff02::2,134,icmp,,143.00066,0.0,0.0,OTH,,,0,,12,576,0,0,,0
fe80::b8:3d03:6803:f5f1,5353,ff02::fb,5353,udp,dns,19.041494,1440.0,0.0,S0,,,0,D,16,2208,0,0,,1
fe80::1bd1:de1c:ff80:5acd,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,210,0,0,,1
fe80::7483:a268:3eb4:ebe2,143,ff02::16,0,icmp,,138.586118,400.0,0.0,OTH,,,0,,16,1296,0,0,,1
fe80::6444:b5fa:e91b:3bad,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,210,0,0,,1
fe80::e603:75b:a507:9fd4,5353,ff02::fb,5353,udp,dns,28.799053,2014.0,0.0,S0,,,0,D,16,2782,0,0,,1
fe80::d823:ed2f:a1be:3b98,5353,ff02::fb,5353,udp,dns,17.598674,1748.0,0.0,S0,,,0,D,13,2372,0,0,,1
fe80::1dbe:feb1:22e9:dc18,5353,ff02::fb,5353,udp,dns,60.986067,3381.0,0.0,S0,,,0,D,35,5061,0,0,,1
fe80::e603:75b:a507:9fd4,133,ff02::2,134,icmp,,142.998165,0.0,0.0,OTH,,,0,,12,576,0,0,,1
fe80::e603:75b:a507:9fd4,5353,ff02::fb,5353,udp,dns,15.013558,1826.0,0.0,S0,,,0,D,13,2450,0,0,,1
fe80::61a3:3a88:387c:3437,5353,ff02::fb,5353,udp,dns,9.739862,3458.0,0.0,S0,,,0,D,30,4898,0,0,,1
fe80::e11d:2c9f:afe2:f40,5353,ff02::fb,5353,udp,dns,21.571284,1612.0,0.0,S0,,,0,D,15,2332,0,0,,1
::,135,ff02::1:ff44:70f,136,icmp,,135.228311,96.0,0.0,OTH,,,0,,4,288,0,0,,1
fe80::9be:2564:da31:afe9,5353,ff02::fb,5353,udp,dns,10.810662,279.0,0.0,S0,,,0,D,4,471,0,0,,1
fe80::1bd1:de1c:ff80:5acd,5353,ff02::fb,5353,udp,dns,15.02473,1848.0,0.0,S0,,,0,D,14,2520,0,0,,1
fe80::4d4e:3cdf:4a22:6ae2,5353,ff02::fb,5353,udp,dns,29.857288,1902.0,0.0,S0,,,0,D,15,2622,0,0,,1
::,135,ff02::1:ffbe:3b98,136,icmp,,137.216358,96.0,0.0,OTH,,,0,,4,288,0,0,,1
fe80::51c0:b0d7:fdeb:1439,5353,ff02::fb,5353,udp,dns,15.004794,1581.0,0.0,S0,,,0,D,11,2109,0,0,,1
fe80::3f23:7255:1837:efa1,5353,ff02::fb,5353,udp,dns,4.850612,643.0,0.0,S0,,,0,D,9,1075,0,0,,0
fe80::9ddc:fa6a:86f5:d907,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,93,0,0,,1
fe80::6444:b5fa:e91b:3bad,5353,ff02::fb,5353,udp,dns,15.605121,1783.0,0.0,S0,,,0,D,14,2455,0,0,,0
::,143,ff02::16,0,icmp,,627.550504,19620.0,0.0,OTH,,,0,,501,47676,0,0,,1
fe80::9be:2564:da31:afe9,5353,ff02::fb,5353,udp,dns,15.002686,1581.0,0.0,S0,,,0,D,11,2109,0,0,,1
fe80::7492:8866:93a5:fd7a,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,93,0,0,,1
fe80::9be:2564:da31:afe9,5353,ff02::fb,5353,udp,dns,31.015354,2247.0,0.0,S0,,,0,D,22,3303,0,0,,0
fe80::51c0:b0d7:fdeb:1439,143,ff02::16,0,icmp,,136.12278,400.0,0.0,OTH,,,0,,16,1296,0,0,,0
fe80::41bd:b7f5:fbfe:d4aa,5353,ff02::fb,5353,udp,dns,18.072173,3950.0,0.0,S0,,,0,D,33,5534,0,0,,1
fe80::6444:b5fa:e91b:3bad,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,210,0,0,,1
fe80::9ddc:fa6a:86f5:d907,5353,ff02::fb,5353,udp,dns,17.184841,2060.0,0.0,S0,,,0,D,18,2924,0,0,,1
fe80::1bd1:de1c:ff80:5acd,5353,ff02::fb,5353,udp,dns,14.988351,1602.0,0.0,S0,,,0,D,13,2226,0,0,,1
fe80::9ddc:fa6a:86f5:d907,5353,ff02::fb,5353,udp,dns,17.177321,1877.0,0.0,S0,,,0,D,16,2645,0,0,,0
fe80::41bd:b7f5:fbfe:d4aa,133,ff02::2,134,icmp,,144.779451,0.0,0.0,OTH,,,0,,12,576,0,0,,0
fe80::cefa:d17:c803:a932,5353,ff02::fb,5353,udp,dns,3.769015,876.0,0.0,S0,,,0,D,6,1164,0,0,,1
fe80::d823:ed2f:a1be:3b98,5353,ff02::fb,5353,udp,dns,3.757616,1179.0,0.0,S0,,,0,D,7,1515,0,0,,0
192.168.0.215,5353,224.0.0.251,5353,udp,dns,,,,S0,,,0,D,1,73,0,0,,1
fe80::9be:2564:da31:afe9,5353,ff02::fb,5353,udp,dns,29.501518,2043.0,0.0,S0,,,0,D,16,2811,0,0,,1
fe80::1dbe:feb1:22e9:dc18,5353,ff02::fb,5353,udp,dns,15.008538,1044.0,0.0,S0,,,0,D,10,1524,0,0,,1
fe80::1dbe:feb1:22e9:dc18,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,93,0,0,,0
fe80::e603:75b:a507:9fd4,5353,ff02::fb,5353,udp,dns,15.002788,1823.0,0.0,S0,,,0,D,16,2591,0,0,,1
fe80::51c0:b0d7:fdeb:1439,133,ff02::2,134,icmp,,52.916733,0.0,0.0,OTH,,,0,,6,288,0,0,,1
fe80::e11d:2c9f:afe2:f40,5353,ff02::fb,5353,udp,dns,,,,S0,,,0,D,1,210,0,0,,1
fe80::48d8:d00b:e25d:718e,5353,ff02::fb,5353,udp,dns,15.005527,1434.0,0.0,S0,,,0,D,17,2250,0,0,,1
fe80::1dbe:feb1:22e9:dc18,5353,ff02::fb,5353,udp,dns,3.746309,999.0,0.0,S0,,,0,D,9,1431,0,0,,1
fe80::dc69:73aa:3adb:2e61,143,ff02::16,0,icmp,,44.746227,140.0,0.0,OTH,,,0,,6,476,0,0,,1
